created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Aug 28 06:52:43 +0000 2023;1,70E+18;@unnesmenfess https://t.co/Xc6ZlvxlW6;0;0;0;0;qme;1,67E+18;1,70E+18;jekbersinergi;https://twitter.com/jekbersinergi/status/1696053177320448416
Mon Aug 28 06:48:03 +0000 2023;1,70E+18;Jahit celana sekitar u -ness mulai berapa harganya berapa ya?;0;1;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696052003628318880
Mon Aug 28 06:47:28 +0000 2023;1,70E+18;#NAME?;0;6;0;1;no;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696051858740297900
Mon Aug 28 06:44:11 +0000 2023;1,70E+18;#NAME?;0;0;1;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696051028846911498
Mon Aug 28 06:43:14 +0000 2023;1,70E+18;#NAME?;0;2;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696050793009627612
Mon Aug 28 06:42:52 +0000 2023;1,70E+18;Sampai sekarang belum di buka perpus fis 🥲 pegawai nya masih tidur kahh -ness;0;1;1;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696050701246595103
Mon Aug 28 06:37:11 +0000 2023;1,70E+18;Feb emang pr sama aer;0;0;0;0;in;1,69E+18;1,70E+18;MrTartels;https://twitter.com/MrTartels/status/1696049268325498989
Mon Aug 28 06:35:00 +0000 2023;1,70E+18;#NAME?;0;9;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696048720557813944
Mon Aug 28 06:31:37 +0000 2023;1,70E+18;-ness guys aku need org yg mau bersihin kamar kos. ada yg mau ngga? 70% udh aku bersihin, tinggal nyapu + ngepel lantai bekas rayap aja. yg mau rep ya, fee 30k. thanks.;0;5;1;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696047868958875842
Mon Aug 28 06:27:30 +0000 2023;1,70E+18;-ness ada yg bisa jastipin buat pinjem buku di rumil gak ya? 😁;0;0;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696046830986162290
Mon Aug 28 06:26:33 +0000 2023;1,70E+18;-ness aku lagi cari temen buat ngontrak butuh 2 orang lagi, kontrakanya bentuk kos bukan rumah taunan yaa yang mau rep aja ntar aku dm (titipan);0;6;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696046593945018566
Mon Aug 28 06:25:03 +0000 2023;1,70E+18;kesenjangan gedung fakultas di unnes 😀😁 https://t.co/ram5dOq33k;0;0;0;2;in;1,48E+18;1,70E+18;irasyys;https://twitter.com/irasyys/status/1696046216495399372
Mon Aug 28 06:24:55 +0000 2023;1,70E+18;#NAME?;0;6;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696046183956025425
Mon Aug 28 06:23:36 +0000 2023;1,70E+18;"-ness wdyt? laki-laki berhak memilih, perempuan berhak menolak""""";0;1;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696045850211070103
Mon Aug 28 06:23:34 +0000 2023;1,70E+18;@convomf unnes pls;0;0;0;0;en;1,60E+18;1,70E+18;isaanya_pjs;https://twitter.com/isaanya_pjs/status/1696045841520156853
Mon Aug 28 06:22:03 +0000 2023;1,70E+18;"-ness takut banget anak kampus sender julid julid, ekonomi sender lagi turun trs sender ganti hp dri iphone 13 ke Xs dijulidin katanya pantesan downgrade "" bahkan di fitnah nilep duit bem wkwk sejahat itu kah""";0;8;0;7;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696045460174336501
Mon Aug 28 06:21:44 +0000 2023;1,70E+18;#NAME?;1;1;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696045380478316617
Mon Aug 28 06:20:21 +0000 2023;1,70E+18;namanya sama lagi kan jadi sering ke gocek, kirain unnes taunya usm beda di negeri doang;0;0;0;0;in;1,48E+18;1,70E+18;irasyys;https://twitter.com/irasyys/status/1696045033634562422
Mon Aug 28 06:19:55 +0000 2023;1,70E+18;#NAME?;0;7;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696044923034984508
Mon Aug 28 06:19:37 +0000 2023;1,70E+18;salah paham usm sama unnes 😭;0;0;0;0;in;1,48E+18;1,70E+18;irasyys;https://twitter.com/irasyys/status/1696044846950285356
Mon Aug 28 06:12:47 +0000 2023;1,70E+18;-ness ada yang preloved cermin ukuran 30x60 an ga? sama wajan atau teflon;0;2;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696043128774594600
Mon Aug 28 06:12:47 +0000 2023;1,70E+18;Perpus fis hari senen banyak yang mau baca buku nugas  atau skripsian eh petugasnya udah lebih dari jam 1 ga dateng2 kasian lho mahasiwa yg udah pada nunguuin , kerja pegawai unnes ko kaya gini kualitasnya parah banget -ness;1;0;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696043127638003942
Mon Aug 28 06:10:11 +0000 2023;1,70E+18;#NAME?;0;9;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696042475088146899
Mon Aug 28 06:08:37 +0000 2023;1,70E+18;EKRAF BEM FH UNNES WITH PEKAN PESTA LAGI ADAIN PROMO NII, GASS DI BORONGGG https://t.co/r2Y59g9ULA;0;0;0;0;in;1,25E+18;1,70E+18;bigggsmokeee;https://twitter.com/bigggsmokeee/status/1696042081230446836
Mon Aug 28 06:05:31 +0000 2023;1,70E+18;@unnesmenfess https://t.co/PiKDLydxPP;0;0;0;0;qme;1,67E+18;1,70E+18;jekbersinergi;https://twitter.com/jekbersinergi/status/1696041301618340264
